,date,Year,Month,Advertiser,Product,Brand,연령대,광고횟수,시청자수,GRP,도달자수,도달율 1+,도달율 3+,도달율 5+,도달율 7+,도달율 9+
3674,2018-7,2018,7,에프씨에이코리아,크라이슬러지프컴패스,지프,40대,709,10388892,243.0,2342654,54.8,32.3,20.5,11.6,7.3
3675,2018-7,2018,7,에프씨에이코리아,크라이슬러지프컴패스,지프,50대,709,8132746,207.0,2133270,54.3,29.1,14.7,7.8,4.2
3676,2018-7,2018,7,에프씨에이코리아,크라이슬러지프컴패스,지프,60대,709,7135609,166.5,2031859,47.4,20.3,11.9,6.8,4.1
3677,2018-7,2018,7,에프씨에이코리아,크라이슬러지프컴패스,지프,개인,709,37322298,157.8,10290367,43.5,21.0,11.7,6.1,3.6
3678,2018-7,2018,7,재규어랜드로버코리아,재규어랜드로버디스커버리,랜드로버,20대,18,898110,26.9,310236,9.3,3.6,1.2,0.0,0.0
3679,2018-7,2018,7,재규어랜드로버코리아,재규어랜드로버디스커버리,랜드로버,30대,18,2199304,56.9,602197,15.6,9.2,4.4,1.9,0.7
3680,2018-7,2018,7,재규어랜드로버코리아,재규어랜드로버디스커버리,랜드로버,40대,18,3887504,90.9,1116635,26.1,13.5,5.9,2.9,1.8
3681,2018-7,2018,7,재규어랜드로버코리아,재규어랜드로버디스커버리,랜드로버,50대,18,2741461,69.8,820686,20.9,10.3,4.8,2.0,1.3
3682,2018-7,2018,7,재규어랜드로버코리아,재규어랜드로버디스커버리,랜드로버,60대,18,2999951,70.0,822132,19.2,10.1,5.4,2.5,1.2
3683,2018-7,2018,7,재규어랜드로버코리아,재규어랜드로버디스커버리,랜드로버,개인,18,14317454,60.5,4121481,17.4,9.0,4.2,1.8,1.0
3684,2018-7,2018,7,캐딜락코리아,지엠캐딜락XT5,캐딜락,20대,1396,1293254,38.7,611680,18.3,4.5,1.4,0.7,0.2
3685,2018-7,2018,7,캐딜락코리아,지엠캐딜락XT5,캐딜락,30대,1396,3661190,94.7,1235051,32.0,10.2,5.3,4.1,1.4
3686,2018-7,2018,7,캐딜락코리아,지엠캐딜락XT5,캐딜락,40대,1396,5554200,129.9,1845116,43.2,16.4,7.2,4.0,2.2
3687,2018-7,2018,7,캐딜락코리아,지엠캐딜락XT5,캐딜락,50대,1396,4137180,105.3,1511634,38.5,13.2,6.0,2.4,1.3
3688,2018-7,2018,7,캐딜락코리아,지엠캐딜락XT5,캐딜락,60대,1396,2844198,66.4,1108286,25.9,8.8,3.3,1.2,0.9
3689,2018-7,2018,7,캐딜락코리아,지엠캐딜락XT5,캐딜락,개인,1396,19422206,82.1,7152506,30.2,10.0,4.3,2.3,1.2
3690,2018-7,2018,7,캐딜락코리아,캐딜락에스컬레이드,캐딜락,20대,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
3691,2018-7,2018,7,캐딜락코리아,캐딜락에스컬레이드,캐딜락,30대,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
3692,2018-7,2018,7,캐딜락코리아,캐딜락에스컬레이드,캐딜락,40대,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
3693,2018-7,2018,7,캐딜락코리아,캐딜락에스컬레이드,캐딜락,50대,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
3694,2018-7,2018,7,캐딜락코리아,캐딜락에스컬레이드,캐딜락,60대,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
3695,2018-7,2018,7,캐딜락코리아,캐딜락에스컬레이드,캐딜락,개인,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
3696,2018-7,2018,7,포드세일즈서비스코리아,포드익스플로러,포드,20대,114,156735,4.7,77265,2.3,0.6,0.2,0.2,0.0
3697,2018-7,2018,7,포드세일즈서비스코리아,포드익스플로러,포드,30대,114,729035,18.9,186716,4.8,2.3,1.8,0.8,0.5
3698,2018-7,2018,7,포드세일즈서비스코리아,포드익스플로러,포드,40대,114,1086941,25.4,311857,7.3,3.3,2.2,0.8,0.6
3699,2018-7,2018,7,포드세일즈서비스코리아,포드익스플로러,포드,50대,114,1193385,30.4,418028,10.6,3.6,2.1,1.5,0.5
3700,2018-7,2018,7,포드세일즈서비스코리아,포드익스플로러,포드,60대,114,1151263,26.9,427645,10.0,3.2,1.3,0.8,0.6
3701,2018-7,2018,7,포드세일즈서비스코리아,포드익스플로러,포드,개인,114,4843032,20.5,1590245,6.7,2.5,1.5,0.8,0.4
3702,2018-7,2018,7,한국토요타자동차,한국토요타렉서스ES300H,렉서스,20대,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0
3703,2018-7,2018,7,한국토요타자동차,한국토요타렉서스ES300H,렉서스,30대,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0
3704,2018-7,2018,7,한국토요타자동차,한국토요타렉서스ES300H,렉서스,40대,10,46688,1.1,12939,0.3,0.2,0.2,0.0,0.0
3705,2018-7,2018,7,한국토요타자동차,한국토요타렉서스ES300H,렉서스,50대,10,63835,1.6,48753,1.2,0.2,0.0,0.0,0.0
3706,2018-7,2018,7,한국토요타자동차,한국토요타렉서스ES300H,렉서스,60대,10,92035,2.1,59990,1.4,0.2,0.0,0.0,0.0
3707,2018-7,2018,7,한국토요타자동차,한국토요타렉서스ES300H,렉서스,개인,10,202558,0.9,119999,0.5,0.1,0.0,0.0,0.0
3708,2018-7,2018,7,한국토요타자동차,한국토요타렉서스LS500,렉서스,20대,609,711370,21.3,409224,12.2,2.1,0.7,0.2,0.0
3709,2018-7,2018,7,한국토요타자동차,한국토요타렉서스LS500,렉서스,30대,609,1813066,46.9,957439,24.8,4.9,1.9,0.8,0.0
3710,2018-7,2018,7,한국토요타자동차,한국토요타렉서스LS500,렉서스,40대,609,4050934,94.7,1403145,32.8,10.7,5.6,3.3,2.3
3711,2018-7,2018,7,한국토요타자동차,한국토요타렉서스LS500,렉서스,50대,609,3925895,99.9,1393730,35.5,13.4,7.0,2.5,1.4
3712,2018-7,2018,7,한국토요타자동차,한국토요타렉서스LS500,렉서스,60대,609,3573026,83.4,1323487,30.9,9.8,4.5,2.8,1.8
3713,2018-7,2018,7,한국토요타자동차,한국토요타렉서스LS500,렉서스,개인,609,15047351,63.6,5994600,25.3,7.5,3.6,1.7,1.0
3714,2018-7,2018,7,한국토요타자동차,한국토요타자동차렉서스,렉서스,20대,1160,2117605,63.3,877659,26.2,8.9,2.3,0.9,0.6
3715,2018-7,2018,7,한국토요타자동차,한국토요타자동차렉서스,렉서스,30대,1160,5834962,150.9,1810867,46.8,20.3,9.9,4.3,2.8
3716,2018-7,2018,7,한국토요타자동차,한국토요타자동차렉서스,렉서스,40대,1160,9917178,231.9,2387481,55.8,31.3,18.6,10.0,6.5
3717,2018-7,2018,7,한국토요타자동차,한국토요타자동차렉서스,렉서스,50대,1160,7282948,185.3,2090568,53.2,24.7,13.7,6.7,4.3
3718,2018-7,2018,7,한국토요타자동차,한국토요타자동차렉서스,렉서스,60대,1160,6156868,143.7,1950951,45.5,19.0,9.3,5.2,3.1
3719,2018-7,2018,7,한국토요타자동차,한국토요타자동차렉서스,렉서스,개인,1160,33939171,143.5,10217696,43.2,19.3,9.9,5.0,3.1
3720,2018-7,2018,7,한국토요타자동차,한국토요타프리우스C,토요타,20대,594,1040052,31.1,524874,15.7,3.4,1.0,0.3,0.2
3721,2018-7,2018,7,한국토요타자동차,한국토요타프리우스C,토요타,30대,594,3032906,78.5,1197599,31.0,8.3,3.0,2.2,1.4
3722,2018-7,2018,7,한국토요타자동차,한국토요타프리우스C,토요타,40대,594,3048368,71.3,1468226,34.3,7.4,2.6,1.4,0.7
3723,2018-7,2018,7,한국토요타자동차,한국토요타프리우스C,토요타,50대,594,2482686,63.2,1167191,29.7,5.9,2.6,1.5,0.8
3724,2018-7,2018,7,한국토요타자동차,한국토요타프리우스C,토요타,60대,594,1566646,36.6,841847,19.6,3.9,0.9,0.3,0.2
3725,2018-7,2018,7,한국토요타자동차,한국토요타프리우스C,토요타,개인,594,12426124,52.5,5963298,25.2,5.3,1.9,1.0,0.6
3726,2018-7,2018,7,혼다코리아,혼다ACCORD,혼다,20대,451,1452919,43.5,717894,21.5,4.1,1.9,1.1,0.3
3727,2018-7,2018,7,혼다코리아,혼다ACCORD,혼다,30대,451,4213591,109.0,1544576,40.0,16.5,5.1,2.6,0.8
3728,2018-7,2018,7,혼다코리아,혼다ACCORD,혼다,40대,451,7555521,176.7,2135785,49.9,24.5,12.2,6.5,3.9
3729,2018-7,2018,7,혼다코리아,혼다ACCORD,혼다,50대,451,5959123,151.6,1767329,45.0,19.4,10.9,6.0,3.4
3730,2018-7,2018,7,혼다코리아,혼다ACCORD,혼다,60대,451,4920168,114.8,1713702,40.0,13.9,7.4,3.9,1.9
3731,2018-7,2018,7,혼다코리아,혼다ACCORD,혼다,개인,451,26405037,111.6,8817825,37.3,14.6,6.9,3.6,1.9
3732,2018-7,2018,7,혼다코리아,혼다CR-V,혼다,20대,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
3733,2018-7,2018,7,혼다코리아,혼다CR-V,혼다,30대,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
3734,2018-7,2018,7,혼다코리아,혼다CR-V,혼다,40대,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
3735,2018-7,2018,7,혼다코리아,혼다CR-V,혼다,50대,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
3736,2018-7,2018,7,혼다코리아,혼다CR-V,혼다,60대,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
3737,2018-7,2018,7,혼다코리아,혼다CR-V,혼다,개인,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
4122,2018-8,2018,8,BMW코리아,BMWM5,BMW,20대,56,38229,1.1,35475,1.1,0.0,0.0,0.0,0.0
4123,2018-8,2018,8,BMW코리아,BMWM5,BMW,30대,56,185819,4.8,172542,4.5,0.0,0.0,0.0,0.0
4124,2018-8,2018,8,BMW코리아,BMWM5,BMW,40대,56,365406,8.5,286867,6.7,0.5,0.0,0.0,0.0
4125,2018-8,2018,8,BMW코리아,BMWM5,BMW,50대,56,232764,5.9,202584,5.2,0.0,0.0,0.0,0.0
4126,2018-8,2018,8,BMW코리아,BMWM5,BMW,60대,56,129272,3.0,101366,2.4,0.2,0.0,0.0,0.0
4127,2018-8,2018,8,BMW코리아,BMWM5,BMW,개인,56,1088498,4.6,918192,3.9,0.1,0.0,0.0,0.0
4128,2018-8,2018,8,FMK,FMK마세라티기블리,마세라티,20대,1486,1007754,30.1,473667,14.2,3.7,0.7,0.7,0.6
4129,2018-8,2018,8,FMK,FMK마세라티기블리,마세라티,30대,1486,2996659,77.5,991015,25.6,9.4,4.3,2.6,1.4
4130,2018-8,2018,8,FMK,FMK마세라티기블리,마세라티,40대,1486,6258244,146.4,1640130,38.4,17.8,10.1,5.6,3.6
4131,2018-8,2018,8,FMK,FMK마세라티기블리,마세라티,50대,1486,4636312,118.0,1298730,33.0,14.5,7.1,4.3,2.9
4132,2018-8,2018,8,FMK,FMK마세라티기블리,마세라티,60대,1486,3964530,92.5,1184541,27.6,11.8,6.0,3.6,2.1
4133,2018-8,2018,8,FMK,FMK마세라티기블리,마세라티,개인,1486,20547192,86.9,6278352,26.5,10.8,5.2,3.1,1.9
4134,2018-8,2018,8,메르세데스벤츠코리아,벤츠CLS,메르세데스벤츠,20대,314,2967163,88.7,1289524,38.6,12.2,3.1,1.5,0.7
4135,2018-8,2018,8,메르세데스벤츠코리아,벤츠CLS,메르세데스벤츠,30대,314,6950608,179.8,2064850,53.4,24.2,13.5,7.3,3.9
4136,2018-8,2018,8,메르세데스벤츠코리아,벤츠CLS,메르세데스벤츠,40대,314,13359339,312.4,3271642,76.5,44.9,25.1,14.3,8.2
4137,2018-8,2018,8,메르세데스벤츠코리아,벤츠CLS,메르세데스벤츠,50대,314,12137608,308.9,2990204,76.1,46.7,25.2,13.9,6.4
4138,2018-8,2018,8,메르세데스벤츠코리아,벤츠CLS,메르세데스벤츠,60대,314,13544319,316.0,3192797,74.5,44.2,26.6,14.2,7.5
4139,2018-8,2018,8,메르세데스벤츠코리아,벤츠CLS,메르세데스벤츠,개인,314,53794390,227.4,14734560,62.3,32.3,17.2,9.4,4.9
4140,2018-8,2018,8,볼보자동차코리아,볼보XC40,볼보,20대,1507,3887511,116.3,1247854,37.3,16.3,7.0,3.8,1.7
4141,2018-8,2018,8,볼보자동차코리아,볼보XC40,볼보,30대,1507,10283869,266.0,2139535,55.3,33.7,21.7,12.6,7.7
4142,2018-8,2018,8,볼보자동차코리아,볼보XC40,볼보,40대,1507,15489344,362.2,2793032,65.3,41.8,28.3,19.6,13.3
4143,2018-8,2018,8,볼보자동차코리아,볼보XC40,볼보,50대,1507,12990362,330.6,2620933,66.7,40.8,24.6,15.6,10.7
4144,2018-8,2018,8,볼보자동차코리아,볼보XC40,볼보,60대,1507,9673685,225.7,2417469,56.4,28.4,16.0,8.7,6.3
4145,2018-8,2018,8,볼보자동차코리아,볼보XC40,볼보,개인,1507,57167734,241.7,12823986,54.2,30.1,17.9,11.0,7.2
4146,2018-8,2018,8,아우디폭스바겐코리아,아우디폭스바겐티구안,폭스바겐,20대,290,1637808,49.0,704181,21.1,5.0,1.8,0.9,0.7
4147,2018-8,2018,8,아우디폭스바겐코리아,아우디폭스바겐티구안,폭스바겐,30대,290,4079660,105.5,1417309,36.7,10.9,5.7,2.5,1.6
4148,2018-8,2018,8,아우디폭스바겐코리아,아우디폭스바겐티구안,폭스바겐,40대,290,6729065,157.4,1970823,46.1,21.0,11.0,6.7,3.8
4149,2018-8,2018,8,아우디폭스바겐코리아,아우디폭스바겐티구안,폭스바겐,50대,290,6493849,165.3,1868280,47.5,19.6,10.2,5.5,3.9
4150,2018-8,2018,8,아우디폭스바겐코리아,아우디폭스바겐티구안,폭스바겐,60대,290,5664577,132.2,1612979,37.6,16.3,8.6,4.7,2.9
4151,2018-8,2018,8,아우디폭스바겐코리아,아우디폭스바겐티구안,폭스바겐,개인,290,26591441,112.4,8586195,36.3,13.3,6.8,3.7,2.3
4152,2018-8,2018,8,에프씨에이코리아,크라이슬러지프랭글러,지프,20대,472,2089449,62.5,992559,29.7,9.3,2.1,0.2,0.0
4153,2018-8,2018,8,에프씨에이코리아,크라이슬러지프랭글러,지프,30대,472,5714345,147.8,1830454,47.4,22.7,10.4,4.9,2.5
4154,2018-8,2018,8,에프씨에이코리아,크라이슬러지프랭글러,지프,40대,472,11348954,265.4,3010750,70.4,40.7,20.2,10.1,4.7
4155,2018-8,2018,8,에프씨에이코리아,크라이슬러지프랭글러,지프,50대,472,8744049,222.5,2627072,66.9,33.5,15.0,7.8,3.6
4156,2018-8,2018,8,에프씨에이코리아,크라이슬러지프랭글러,지프,60대,472,7849230,183.1,2545507,59.4,27.1,12.6,6.2,3.0
4157,2018-8,2018,8,에프씨에이코리아,크라이슬러지프랭글러,지프,개인,472,39594883,167.4,12651934,53.5,25.3,11.2,5.3,2.5
4158,2018-8,2018,8,에프씨에이코리아,크라이슬러지프컴패스,지프,20대,764,2411800,72.1,924919,27.7,7.8,3.7,1.7,0.9
4159,2018-8,2018,8,에프씨에이코리아,크라이슬러지프컴패스,지프,30대,764,6233036,161.2,1688164,43.7,21.4,10.8,5.6,4.6
4160,2018-8,2018,8,에프씨에이코리아,크라이슬러지프컴패스,지프,40대,764,10862547,254.0,2306874,53.9,30.5,20.7,12.9,8.4
4161,2018-8,2018,8,에프씨에이코리아,크라이슬러지프컴패스,지프,50대,764,8506874,216.5,2220836,56.5,29.7,16.5,9.1,4.8
4162,2018-8,2018,8,에프씨에이코리아,크라이슬러지프컴패스,지프,60대,764,6765808,157.9,1946970,45.4,20.0,10.8,6.9,3.5
4163,2018-8,2018,8,에프씨에이코리아,크라이슬러지프컴패스,지프,개인,764,38628120,163.3,10430830,44.1,20.7,11.7,6.9,4.3
4164,2018-8,2018,8,재규어랜드로버코리아,재규어랜드로버디스커버리,랜드로버,20대,9,364193,10.9,85226,2.5,1.2,1.2,0.9,0.0
4165,2018-8,2018,8,재규어랜드로버코리아,재규어랜드로버디스커버리,랜드로버,30대,9,466412,12.1,113219,2.9,1.5,1.4,1.2,0.1
4166,2018-8,2018,8,재규어랜드로버코리아,재규어랜드로버디스커버리,랜드로버,40대,9,1244059,29.1,241909,5.7,3.5,3.2,3.2,1.3
4167,2018-8,2018,8,재규어랜드로버코리아,재규어랜드로버디스커버리,랜드로버,50대,9,1780871,45.3,323998,8.2,5.6,5.2,4.0,1.8
4168,2018-8,2018,8,재규어랜드로버코리아,재규어랜드로버디스커버리,랜드로버,60대,9,2920562,68.1,590268,13.8,7.9,7.7,6.4,2.3
4169,2018-8,2018,8,재규어랜드로버코리아,재규어랜드로버디스커버리,랜드로버,개인,9,7084222,30.0,1422830,6.0,3.6,3.4,2.9,1.0
4170,2018-8,2018,8,지엠아시아퍼시픽지역본부,캐딜락CT6,캐딜락,20대,2319,2127658,63.6,826843,24.7,7.9,4.2,2.2,0.2
4171,2018-8,2018,8,지엠아시아퍼시픽지역본부,캐딜락CT6,캐딜락,30대,2319,6041687,156.3,1486111,38.4,19.0,9.6,7.4,4.3
4172,2018-8,2018,8,지엠아시아퍼시픽지역본부,캐딜락CT6,캐딜락,40대,2319,9562729,223.6,2105715,49.2,27.7,16.1,10.3,7.7
4173,2018-8,2018,8,지엠아시아퍼시픽지역본부,캐딜락CT6,캐딜락,50대,2319,6747298,171.7,1751084,44.6,22.2,11.1,5.6,4.1
4174,2018-8,2018,8,지엠아시아퍼시픽지역본부,캐딜락CT6,캐딜락,60대,2319,4388077,102.4,1452862,33.9,13.4,6.2,3.3,1.9
4175,2018-8,2018,8,지엠아시아퍼시픽지역본부,캐딜락CT6,캐딜락,개인,2319,31345953,132.5,8574025,36.3,16.7,8.6,5.1,3.3
4176,2018-8,2018,8,지엠아시아퍼시픽지역본부,캐딜락XT5,캐딜락,20대,609,836078,25.0,404390,12.1,2.5,1.1,0.2,0.2
4177,2018-8,2018,8,지엠아시아퍼시픽지역본부,캐딜락XT5,캐딜락,30대,609,2083800,53.9,850305,22.0,7.9,1.9,0.9,0.8
4178,2018-8,2018,8,지엠아시아퍼시픽지역본부,캐딜락XT5,캐딜락,40대,609,3111493,72.8,1393227,32.6,8.0,4.2,1.3,0.9
4179,2018-8,2018,8,지엠아시아퍼시픽지역본부,캐딜락XT5,캐딜락,50대,609,2214504,56.4,1069909,27.2,6.8,2.4,0.6,0.2
4180,2018-8,2018,8,지엠아시아퍼시픽지역본부,캐딜락XT5,캐딜락,60대,609,1598854,37.3,882901,20.6,3.5,1.1,0.4,0.1
4181,2018-8,2018,8,지엠아시아퍼시픽지역본부,캐딜락XT5,캐딜락,개인,609,10990509,46.5,5182186,21.9,5.4,2.1,0.6,0.4
4182,2018-8,2018,8,캐딜락코리아,지엠캐딜락XT5,캐딜락,20대,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0
4183,2018-8,2018,8,캐딜락코리아,지엠캐딜락XT5,캐딜락,30대,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0
4184,2018-8,2018,8,캐딜락코리아,지엠캐딜락XT5,캐딜락,40대,2,5006,0.1,5006,0.1,0.0,0.0,0.0,0.0
4185,2018-8,2018,8,캐딜락코리아,지엠캐딜락XT5,캐딜락,50대,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0
4186,2018-8,2018,8,캐딜락코리아,지엠캐딜락XT5,캐딜락,60대,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0
4187,2018-8,2018,8,캐딜락코리아,지엠캐딜락XT5,캐딜락,개인,2,5006,0.0,5006,0.0,0.0,0.0,0.0,0.0
4188,2018-8,2018,8,캐딜락코리아,캐딜락에스컬레이드,캐딜락,20대,2578,2835570,84.8,902791,27.0,10.6,5.2,3.3,2.1
4189,2018-8,2018,8,캐딜락코리아,캐딜락에스컬레이드,캐딜락,30대,2578,6676521,172.7,1622146,42.0,19.5,11.9,7.2,3.9
4190,2018-8,2018,8,캐딜락코리아,캐딜락에스컬레이드,캐딜락,40대,2578,9249660,216.3,2224163,52.0,27.0,15.6,9.4,6.7
4191,2018-8,2018,8,캐딜락코리아,캐딜락에스컬레이드,캐딜락,50대,2578,6361600,161.9,1907508,48.5,21.0,10.5,5.2,3.4
4192,2018-8,2018,8,캐딜락코리아,캐딜락에스컬레이드,캐딜락,60대,2578,6356216,148.3,1683991,39.3,15.6,7.8,4.9,2.8
4193,2018-8,2018,8,캐딜락코리아,캐딜락에스컬레이드,캐딜락,개인,2578,34677451,146.6,9509799,40.2,17.6,9.4,5.6,3.4
4194,2018-8,2018,8,포드세일즈서비스코리아,포드익스플로러,포드,20대,1376,1531695,45.8,520131,15.6,5.5,2.6,1.5,1.0
4195,2018-8,2018,8,포드세일즈서비스코리아,포드익스플로러,포드,30대,1376,3261111,84.4,1001919,25.9,8.7,5.1,3.8,2.3
4196,2018-8,2018,8,포드세일즈서비스코리아,포드익스플로러,포드,40대,1376,7053222,165.0,1591709,37.2,17.6,9.8,6.9,5.3
4197,2018-8,2018,8,포드세일즈서비스코리아,포드익스플로러,포드,50대,1376,7669878,195.2,1852372,47.1,21.2,12.3,9.1,6.3
4198,2018-8,2018,8,포드세일즈서비스코리아,포드익스플로러,포드,60대,1376,9004008,210.1,1997889,46.6,21.4,12.5,8.5,6.0
4199,2018-8,2018,8,포드세일즈서비스코리아,포드익스플로러,포드,개인,1376,30325426,128.2,7649461,32.3,13.6,7.7,5.4,3.8
4200,2018-8,2018,8,한국토요타자동차,한국토요타렉서스LS500,렉서스,20대,564,830758,24.8,492816,14.7,2.9,0.7,0.0,0.0
4201,2018-8,2018,8,한국토요타자동차,한국토요타렉서스LS500,렉서스,30대,564,2113118,54.7,1066172,27.6,6.3,1.9,1.1,0.2
4202,2018-8,2018,8,한국토요타자동차,한국토요타렉서스LS500,렉서스,40대,564,4497489,105.2,1753631,41.0,12.5,6.2,3.0,1.4
4203,2018-8,2018,8,한국토요타자동차,한국토요타렉서스LS500,렉서스,50대,564,6141417,156.3,2147153,54.6,21.8,10.2,4.2,2.1
4204,2018-8,2018,8,한국토요타자동차,한국토요타렉서스LS500,렉서스,60대,564,7014924,163.7,2202105,51.4,22.5,11.4,5.7,2.7
4205,2018-8,2018,8,한국토요타자동차,한국토요타렉서스LS500,렉서스,개인,564,21585821,91.3,8296817,35.1,11.6,5.4,2.5,1.1
4206,2018-8,2018,8,한국토요타자동차,한국토요타자동차렉서스,렉서스,20대,2279,2924813,87.5,974953,29.2,12.2,5.5,2.7,2.1
4207,2018-8,2018,8,한국토요타자동차,한국토요타자동차렉서스,렉서스,30대,2279,7534670,194.9,1729374,44.7,22.2,12.9,7.7,5.5
4208,2018-8,2018,8,한국토요타자동차,한국토요타자동차렉서스,렉서스,40대,2279,13612853,318.4,2538157,59.4,34.3,23.3,15.4,10.1
4209,2018-8,2018,8,한국토요타자동차,한국토요타자동차렉서스,렉서스,50대,2279,14017124,356.7,2531788,64.4,39.3,22.3,15.7,10.5
4210,2018-8,2018,8,한국토요타자동차,한국토요타자동차렉서스,렉서스,60대,2279,14857072,346.7,2608779,60.9,35.8,22.5,13.7,8.8
4211,2018-8,2018,8,한국토요타자동차,한국토요타자동차렉서스,렉서스,개인,2279,56953475,240.8,11433368,48.3,26.3,15.8,10.2,6.9
4212,2018-8,2018,8,한국토요타자동차,한국토요타프리우스C,토요타,20대,750,1391915,41.6,681028,20.4,5.8,1.1,0.4,0.4
4213,2018-8,2018,8,한국토요타자동차,한국토요타프리우스C,토요타,30대,750,3825518,99.0,1201423,31.1,12.7,5.1,2.6,1.2
4214,2018-8,2018,8,한국토요타자동차,한국토요타프리우스C,토요타,40대,750,4515545,105.6,1704225,39.9,14.6,5.3,2.3,1.6
4215,2018-8,2018,8,한국토요타자동차,한국토요타프리우스C,토요타,50대,750,3264301,83.1,1367743,34.8,11.4,4.5,1.4,0.6
4216,2018-8,2018,8,한국토요타자동차,한국토요타프리우스C,토요타,60대,750,1885831,44.0,1085281,25.3,4.6,0.8,0.2,0.0
4217,2018-8,2018,8,한국토요타자동차,한국토요타프리우스C,토요타,개인,750,16621105,70.3,6965516,29.5,8.9,3.1,1.3,0.7
4578,2018-9,2018,9,BMW코리아,BMW미니클럽맨,BMW,20대,1402,3556587,106.4,1180636,35.3,13.4,4.8,2.3,1.3
4579,2018-9,2018,9,BMW코리아,BMW미니클럽맨,BMW,30대,1402,10693935,276.6,2115132,54.7,34.6,20.6,12.5,8.1
4580,2018-9,2018,9,BMW코리아,BMW미니클럽맨,BMW,40대,1402,19016581,444.7,2918229,68.2,49.0,35.4,25.5,20.3
4581,2018-9,2018,9,BMW코리아,BMW미니클럽맨,BMW,50대,1402,16438313,418.3,2738820,69.7,47.5,32.4,23.0,15.5
4582,2018-9,2018,9,BMW코리아,BMW미니클럽맨,BMW,60대,1402,13591054,317.1,2696390,62.9,37.6,23.6,15.6,10.0
4583,2018-9,2018,9,BMW코리아,BMW미니클럽맨,BMW,개인,1402,68717265,290.5,13201812,55.8,34.4,21.6,14.4,10.1
4584,2018-9,2018,9,FMK,FMK마세라티기블리,마세라티,20대,740,521975,15.6,293419,8.8,1.7,0.4,0.2,0.0
4585,2018-9,2018,9,FMK,FMK마세라티기블리,마세라티,30대,740,1319322,34.1,704550,18.2,4.4,0.9,0.2,0.1
4586,2018-9,2018,9,FMK,FMK마세라티기블리,마세라티,40대,740,2730697,63.9,1181430,27.6,7.0,2.8,1.7,0.9
4587,2018-9,2018,9,FMK,FMK마세라티기블리,마세라티,50대,740,2445558,62.2,980629,25.0,8.1,3.7,1.1,0.7
4588,2018-9,2018,9,FMK,FMK마세라티기블리,마세라티,60대,740,1714842,40.0,699871,16.3,4.9,2.3,1.2,0.4
4589,2018-9,2018,9,FMK,FMK마세라티기블리,마세라티,개인,740,9512816,40.2,4304098,18.2,4.8,1.9,0.8,0.4
4590,2018-9,2018,9,메르세데스벤츠코리아,벤츠CLS,메르세데스벤츠,20대,316,2396636,71.7,1135903,34.0,8.5,2.9,1.1,0.0
4591,2018-9,2018,9,메르세데스벤츠코리아,벤츠CLS,메르세데스벤츠,30대,316,5119771,132.4,1922618,49.7,17.5,8.5,3.4,1.3
4592,2018-9,2018,9,메르세데스벤츠코리아,벤츠CLS,메르세데스벤츠,40대,316,10926278,255.5,3039845,71.1,39.2,20.5,8.7,3.8
4593,2018-9,2018,9,메르세데스벤츠코리아,벤츠CLS,메르세데스벤츠,50대,316,9568559,243.5,2811756,71.6,34.8,16.7,8.0,4.7
4594,2018-9,2018,9,메르세데스벤츠코리아,벤츠CLS,메르세데스벤츠,60대,316,8898122,207.6,2849498,66.5,31.5,14.0,6.0,3.4
4595,2018-9,2018,9,메르세데스벤츠코리아,벤츠CLS,메르세데스벤츠,개인,316,40148271,169.7,13211046,55.9,24.3,11.4,4.9,2.5
4596,2018-9,2018,9,볼보자동차코리아,볼보S90,볼보,20대,114,28535,0.9,15148,0.5,0.0,0.0,0.0,0.0
4597,2018-9,2018,9,볼보자동차코리아,볼보S90,볼보,30대,114,9896,0.3,9896,0.3,0.0,0.0,0.0,0.0
4598,2018-9,2018,9,볼보자동차코리아,볼보S90,볼보,40대,114,271763,6.4,93178,2.2,0.7,0.5,0.2,0.0
4599,2018-9,2018,9,볼보자동차코리아,볼보S90,볼보,50대,114,859725,21.9,173644,4.4,2.2,1.4,0.8,0.8
4600,2018-9,2018,9,볼보자동차코리아,볼보S90,볼보,60대,114,949400,22.2,168771,3.9,2.3,1.5,1.1,0.8
4601,2018-9,2018,9,볼보자동차코리아,볼보S90,볼보,개인,114,2196208,9.3,480479,2.0,0.9,0.6,0.4,0.3
